eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT
6A001.a.1.c.1       ,US_ECCN_6A001A1C1,EN,1/1/1980,9/5/2017,US_ECCN_6A001,1/1/2050,"a.1.c. Acoustic projectors, including transducers, incorporating piezoelectric, magnetostrictive, electrostrictive, electrodynamic or hydraulic elements operating individually or in a designed combination and having any of the following:  ",US,$ Value,"Technical Note: The 'free-field Source Level (SLRMS)' is defined along the maximum response axis and in the far field of the acoustic projector. It can be obtained from the Transmitting Voltage Response using the following equation: SLRMS = (TVR + 20log VRMS) dB (ref 1[mu]Pa at 1 m), where SLRMS is the source level, TVR is the Transmitting Voltage Response and VRMS is the Driving Voltage of the Projector.",
6A001.a.1.c.3       ,US_ECCN_6A001A1C3,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,"a.1.c. Acoustic projectors, including transducers, incorporating piezoelectric, magnetostrictive, electrostrictive, electrodynamic or hydraulic elements operating individually or in a designed combination and having any of the following:  a.1.c.3. Side-lobe suppression exceeding 22 dB;",US,$ Value,,
6A001.a.1.d         ,US_ECCN_6A001A1D,EN,1/1/1980,9/5/2017,US_ECCN_6A001,1/1/2050,"a.1.d. Acoustic systems and equipment, designed to determine the position of surface vessels or underwater vehicles and having all of the following, and ""specially designed"" ""components"" therefor:  a.1.d.1. Detection range exceeding 1,000 m; and  a.1.d.2. Determined position error of less than 10 m rms (root mean square) when measured at a range of 1,000 m;  ",US,$ Value,"Note: 6A001.a.1.d includes:  a. Equipment using coherent ""signal processing"" between two or more beacons and the hydrophone unit carried by the surface vessel or underwater vehicle;  b. Equipment capable of automatically correcting speed-of-sound propagation errors for calculation of a point.",
6A001.a.1.e         ,US_ECCN_6A001A1E,EN,7/8/2011,9/5/2017,US_ECCN_6A001,1/1/2050,"a.1.e. Active individual sonars, ""specially designed"" or modified to detect, locate and automatically classify swimmers or divers, having all of the following, and ""specially designed"" transmitting and receiving acoustic arrays therefor:  a.1.e.1. Detection range exceeding 530 m;  a.1.e.2. Determined position error of less than 15 m rms (root mean square) when measured at a range of 530 m; and  a.1.e.3. Transmitted pulse signal bandwidth exceeding 3 kHz;  ",US,$ Value,"N.B.: For diver detection systems ""specially designed"" or modified for military use, see the U.S. Munitions List in the International Traffic in Arms Regulations (ITAR) (22 CFR part 121).  Note: For 6A001.a.1.e, where multiple detection ranges are specified for various environments, the greatest detection range is used.",
6A001.a.2.a.1       ,US_ECCN_6A001A2A1,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2. Passive systems, equipment and ""specially designed"" ""components"" therefor, as follows:  a.2.a. Hydrophones having any of the following:  ",US,$ Value,"Technical Note: Hydrophones consist of one or more sensing elements producing a single acoustic output channel. Those that contain multiple elements can be referred to as a hydrophone group.  Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.2       ,US_ECCN_6A001A2A2,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2. Passive systems, equipment and ""specially designed"" ""components"" therefor, as follows:  a.2.a. Hydrophones having any of the following:  a.2.a.2. Incorporating flexible assemblies of discrete sensing elements with either a diameter or length less than 20 mm and with a separation between elements of less than 20 mm;",US,$ Value,"Technical Note: Hydrophones consist of one or more sensing elements producing a single acoustic output channel. Those that contain multiple elements can be referred to as a hydrophone group.  Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.3.a     ,US_ECCN_6A001A2A3A,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.a.3. Having any of the following sensing elements:  a.2.a.3.a. Optical fibers;,US,$ Value,"Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.3.b     ,US_ECCN_6A001A2A3B,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2. Passive systems, equipment and specially designed ""components"" therefor, as follows:   a.2.a.3. Having any of the following sensing elements:  a.2.a.3.b. 'Piezoelectric polymer films' other than polyvinylidene-fluoride (PVDF) and its co-polymers {P(VDF-TrFE) and P(VDF-TFE){time};",US,$ Value,"1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-\8\ V in such a field, while one of -180 dB sensitivity would yield only 10-\9\ V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.3.c     ,US_ECCN_6A001A2A3C,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.a.3.c. 'Flexible piezoelectric composites';,US,$ Value,"Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.3.d     ,US_ECCN_6A001A2A3D,EN,8/11/2014,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2.a.3.d. Lead-magnesium-niobate/lead-titanate (i.e., Pb(Mg1/3Nb2/3)O3-PbTiO3, or PMN-PT) piezoelectric single crystals grown from solid solution; or",US,$ value,"Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.3.e     ,US_ECCN_6A001A2A3E,EN,8/11/2014,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2.a.3.e. Lead-indium-niobate/lead-magnesium niobate/lead-titanate (i.e., Pb(In1/2Nb1/2)O3-Pb(Mg1/3Nb2/3)O3-PbTiO3, or PIN-PMN-PT) piezoelectric single crystals grown from solid solution;",US,$ value,"Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.4       ,US_ECCN_6A001A2A4,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.a.4. A 'hydrophone sensitivity' better than -180dB at any depth with no acceleration compensation;,US,$ Value,"Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.5       ,US_ECCN_6A001A2A5,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.a.5. Designed to operate at depths exceeding 35 m with acceleration compensation; or,US,$ Value,"Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.a.6       ,US_ECCN_6A001A2A6,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2.a.6. Designed for operation at depths exceeding 1,000 m;",US,$ Value,"Technical Notes:   1. 'Piezoelectric polymer film' sensing elements consist of polarized polymer film that is stretched over and attached to a supporting frame or spool (mandrel).  2. 'Flexible piezoelectric composite' sensing elements consist of piezoelectric ceramic particles or fibers combined with an electrically insulating, acoustically transparent rubber, polymer or epoxy compound, where the compound is an integral part of the sensing elements.  3. 'Hydrophone sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydrophone sensor, without a pre-amplifier, is placed in a plane wave acoustic field with an rms pressure of 1 µPa. For example, a hydrophone of -160 dB (reference 1 V per µPa) would yield an output voltage of 10-8 V in such a field, while one of -180 dB sensitivity would yield only 10-9 V output. Thus, -160 dB is better than -180 dB.",
6A001.a.2.b.1       ,US_ECCN_6A001A2B1,EN,1/1/1980,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.b. Towed acoustic hydrophone arrays having any of the following:  ,US,$ Value,"'Able to be modified' in 6A001.a.2.b means having provisions to allow a change of the wiring or interconnections to alter hydrophone group spacing or operating depth limits. These provisions are: spare wiring exceeding 10% of the number of wires, hydrophone group spacing adjustment blocks or internal depth limiting devices that are adjustable or that control more than one hydrophone group.",
6A001.a.2.b.2       ,US_ECCN_6A001A2B2,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.b. Towed acoustic hydrophone arrays having any of the following:  ,US,$ Value,"'Able to be modified' in 6A001.a.2.b means having provisions to allow a change of the wiring or interconnections to alter hydrophone group spacing or operating depth limits. These provisions are: spare wiring exceeding 10% of the number of wires, hydrophone group spacing adjustment blocks or internal depth limiting devices that are adjustable or that control more than one hydrophone group.",
6A001.a.2.b.3       ,US_ECCN_6A001A2B3,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.b.3. Heading sensors controlled by 6A001.a.2.d;,US,$ Value,"'Able to be modified' in 6A001.a.2.b means having provisions to allow a change of the wiring or interconnections to alter hydrophone group spacing or operating depth limits. These provisions are: spare wiring exceeding 10% of the number of wires, hydrophone group spacing adjustment blocks or internal depth limiting devices that are adjustable or that control more than one hydrophone group.",
6A001.a.2.b.4       ,US_ECCN_6A001A2B4,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.b.4. Longitudinally reinforced array hoses;,US,$ Value,,
6A001.a.2.b.5       ,US_ECCN_6A001A2B5,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.b.5. An assembled array of less than 40 mm in diameter;,US,$ Value,,
6A001.a.2.b.7       ,US_ECCN_6A001A2B7,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.b.7. Hydrophone characteristics controlled by 6A001.a.2.a; or,US,$ Value,,
6A001.a.2.b.8       ,US_ECCN_6A001A2B8,EN,8/12/2014,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.b.8. Accelerometer-based hydro-acoustic sensors specified by 6A001.a.2.g;,US,$ value,,
6A001.a.2.c         ,US_ECCN_6A001A2C,EN,1/1/1980,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2.c. Processing equipment, ""specially designed"" for towed acoustic hydrophone arrays, having ""user accessible programmability"" and time or frequency domain processing and correlation, including spectral analysis, digital filtering and beamforming using Fast Fourier or other transforms or processes;",US,$ Value,,
6A001.a.2.d         ,US_ECCN_6A001A2D,EN,1/1/1980,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2.d. Heading sensors having all of the following:  a.2.d.1. An ""accuracy"" of better than ±0.5°; and  a.2.d.2. Designed to operate at depths exceeding 35 m or having an adjustable or removable depth sensing device in order to operate at depths exceeding 35 m;  ",US,$ Value,"N.B.: For inertial heading systems, see 7A003.c.",
6A001.a.2.e.1       ,US_ECCN_6A001A2E1,EN,1/1/1980,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.e. Bottom or bay-cable hydrophone arrays having any of the following:  a.2.e.1. Incorporating hydrophones controlled by 6A001.a.2.a;,US,$ Value,,
6A001.a.2.e.2       ,US_ECCN_6A001A2E2,EN,10/4/2011,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.e.2. Incorporating multiplexed hydrophone group signal modules having all of the following characteristics:  a.2.e.2.a. Designed to operate at depths exceeding 35 m or having an adjustable or removal depth sensing device in order to operate at depths exceeding 35 m; and  a.2.e.2.b. Capable of being operationally interchanged with towed acoustic hydrophone array modules; or,US,$ Value,,
6A001.a.2.e.3       ,US_ECCN_6A001A2E3,EN,8/12/2014,9/5/2017,US_ECCN_6A001,1/1/2050,a.2.e.3. Incorporating accelerometer-based hydro-acoustic sensors specified by 6A001.a.2.g;,US,$ value,,
6A001.a.2.f         ,US_ECCN_6A001A2F,EN,1/1/1980,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2.f. Processing equipment, ""specially designed"" for bottom or bay cable systems, having ""user accessible programmability"" and time or frequency domain processing and correlation, including spectral analysis, digital filtering and beamforming using Fast Fourier or other transforms or processes;",US,$ Value,,
6A001.a.2.g         ,US_ECCN_6A001A2G,EN,8/12/2014,9/5/2017,US_ECCN_6A001,1/1/2050,"a.2.g. Accelerometer-based hydro-acoustic sensors having all of the following:  a.2.g.1. Composed of three accelerometers arranged along three distinct axes;  a.2.g.2. Having an overall 'acceleration sensitivity' better than 48 dB (reference 1,000 mV rms per 1g);  a.2.g.3. Designed to operate at depths greater than 35 meters; and  a.2.g.4. Operating frequency below 20 kHz;  ",US,$ value,"Technical Notes: 1. Accelerometer-based hydro-acoustic sensors are also known as vector sensors.   2. 'Acceleration sensitivity' is defined as twenty times the logarithm to the base 10 of the ratio of rms output voltage to a 1 V rms reference, when the hydro-acoustic sensor, without a preamplifier, is placed in a plane wave acoustic field with an rms acceleration of 1 g (i.e., 9.81 m/s2).",
6A001.b.1.a         ,US_ECCN_6A001B1A,EN,1/1/1980,9/5/2017,US_ECCN_6A001,1/1/2050,"b. Correlation-velocity and Doppler-velocity sonar log equipment designed to measure the horizontal speed of the equipment carrier relative to the sea bed, as follows:  b. Correlation-velocity and Doppler-velocity sonar log equipment designed to measure the horizontal speed of the equipment carrier relative to the sea bed, as follows:  b.1. Correlation-velocity sonar log equipment having any of the following characteristics:  b.1.a. Designed to operate at distances between the carrier and the sea bed exceeding 500 m; or  ",US,$ Value,"Note: 6A001.b does not apply to depth sounders limited to any of the following:  a. Measuring the depth of water;  b. Correlation-velocity and Doppler-velocity sonar log equipment designed to measure the horizontal speed of the equipment carrier relative to the sea bed, as follows:  b.1. Correlation-velocity sonar log equipment having any of the following characteristics:  b.1.a. Designed to operate at distances between the carrier and the sea bed exceeding 500 m; or  Note: 6A001.b does not apply to depth sounders limited to any of the following:  a. Measuring the depth of water; b. Measuring the distance of submerged or buried objects; or c. Fish finding.  Note: 6A001.b. does not apply to equipment ""specially designed"" for installation on surface vessels.",
6A001.b.1.b         ,US_ECCN_6A001B1B,EN,10/5/2011,9/5/2017,US_ECCN_6A001,1/1/2050,"b. Correlation-velocity and Doppler-velocity sonar log equipment designed to measure the horizontal speed of the equipment carrier relative to the sea bed, as follows:  b.1. Correlation-velocity sonar log equipment having any of the following characteristics:  b.1.b. Having speed ""accuracy"" better than 1% of speed;  ",US,$ Value,"Note: 6A001.b does not apply to depth sounders limited to any of the following:  a. Measuring the depth of water; b. Measuring the distance of submerged or buried objects; or c. Fish finding.  Note: 6A001.b. does not apply to equipment ""specially designed"" for installation on surface vessels.",
6A001.b.2           ,US_ECCN_6A001B2,EN,10/9/2016,9/5/2017,US_ECCN_6A001,1/1/2050,"b.2. Doppler-velocity sonar log equipment having speed ""accuracy"" better than 1% of speed;  ",US,$ value,"Note: 6A001.b does not apply to depth sounders limited to any of the following:  a. Measuring the depth of water;  b. Measuring the distance of submerged or buried objects; or  c. Fish finding.   Note: 6A001.b does not apply to depth sounders limited to any of the following:  a. Measuring the depth of water; b. Measuring the distance of submerged or buried objects; or c. Fish finding.  Note: 6A001.b. does not apply to equipment ""specially designed"" for installation on surface vessels.",
6A002               ,US_ECCN_6A002,EN,1/1/1980,11/1/2018,US_ECCN_6A,1/1/2050,"Optical sensors and equipment, and ""components"" therefor, as follows (see List of Items Controlled).",US,n/a,,
6A002.a.1.a         ,US_ECCN_6A002A1A,EN,1/1/1980,7/14/2014,US_ECCN_6A002,1/1/2050,"a. Optical detectors as follows:  a.1. ""Space-qualified"" solid-state detectors as follows: ",US,n/a,"Note: For the purpose of 6A002.a.1, solid-state detectors include ""focal plane arrays"".  a.1.a. ""Space-qualified"" solid-state detectors having all of the following: a.1.a.1. A peak response in the wavelength range exceeding 10 nm but not exceeding 300 nm; and a.1.a.2. A response of less than 0.1% relative to the peak response at a wavelength exceeding 400 nm;",
6A002.a.1.b         ,US_ECCN_6A002A1B,EN,1/1/1980,7/14/2014,US_ECCN_6A002,1/1/2050,"a.1.b. ""Space-qualified"" solid-state detectors having all of the following: a.1.b.1. A peak response in the wavelength range exceeding 900 nm but not exceeding 1,200 nm; and a.1.b.2. A response ""time constant"" of 95 ns or less;",US,n/a,,
6A002.a.1.c         ,US_ECCN_6A002A1C,EN,1/1/1980,7/14/2014,US_ECCN_6A002,1/1/2050,"a.1.c. ""Space-qualified"" solid-state detectors having a peak response in the wavelength range exceeding 1,200 nm but not exceeding 30,000 nm;",US,n/a,,
6A002.a.1.d         ,US_ECCN_6A002A1D,EN,8/6/2012,7/14/2014,US_ECCN_6A002,1/1/2050,"a.1.d. ""Space-qualified"" ""focal plane arrays"" having more than 2,048 elements per array and having a peak response in the wavelength range exceeding 300 nm but not exceeding 900 nm;",US,n/a,,
6A002.a.2           ,US_ECCN_6A002A2,EN,1/1/1980,7/14/2014,US_ECCN_6A002,1/1/2050,"a.2. Image intensifier tubes and ""specially designed"" ""components"" therefor, as follows:  ",US,n/a,"Note: 6A002.a.2 does not control non-imaging photomultiplier tubes having an electron sensing device in the vacuum space limited solely to any of the following:  a. A single metal anode; or  b. Metal anodes with a center to center spacing greater than 500 [mu]m.   Technical Note: ""Charge multiplication"" is a form of electronic image amplification and is defined as the generation of charge carriers as a result of an impact ionization gain process. ""Charge multiplication"" sensors may take the form of an image intensifier tube, solid state detector or ""focal plane array"".  A.2.a. Image intensifier tubes having all of the following: a.2.a.1. A peak response in the wavelength range exceeding 400 nm but not exceeding 1,050 nm; a.2.a.2. Electron image amplification using any of the following: a.2.a.2.a. A microchannel plate with a hole pitch (center-to-center spacing) of 12 [mu]m or less; or a.2.a.2.b. An electron sensing device with a non-binned pixel pitch of 500 [mu]m or less, ""specially designed"" or modified to achieve ""charge multiplication"" other than by a microchannel plate; and a.2.a.3. Any of the following photocathodes: a.2.a.3.a. Multialkali photocathodes (e.g., S-20 and S-25) having a luminous sensitivity exceeding 350 [mu]A/lm; a.2.a.3.b. GaAs or GaInAs photocathodes; or a.2.a.3.c. Other ""III-V compound"" semiconductor photocathodes having a maximum ""radiant sensitivity"" exceeding 10 mA/W;  a.2.b. Image intensifier tubes having all of the following: a.2.b.1. A peak response in the wavelength range exceeding 1,050 nm but not exceeding 1,800 nm; a.2.b.2. Electron image amplification using any of the following: a.2.b.2.a. A microchannel plate with a hole pitch (center-to-center spacing) of 12 [mu]m or less; or a.2.b.2.b. An electron sensing device with a non-binned pixel pitch of 500 [mu]m or less, ""specially designed"" or modified to achieve ""charge multiplication"" other than by a microchannel plate; and a.2.b.3. ""III/V compound"" semiconductor (e.g., GaAs or GaInAs) photocathodes and transferred electron photocathodes, having a maximum ""radiant sensitivity"" exceeding 15 mA/W; a.2.c. ""Specially designed"" ""components,"" as follows: a.2.c.1. Microchannel plates having a hole pitch (center-to-center spacing) of 12 [mu]m or less; a.2.c.2. An electron sensing device with a non-binned pixel pitch of 500 [mu]m or less, ""specially designed"" or modified to achieve ""charge multiplication"" other than by a microchannel plate; a.2.c.3. ""III-V compound"" semiconductor (e.g., GaAs or GaInAs) photocathodes and transferred electron photocathodes;  Note: 6A002.a.2.c.3 does not control compound semiconductor photocathodes designed to achieve a maximum ""radiant sensitivity"" of any of the following:  a. 10 mA/W or less at the peak response in the wavelength range exceeding 400 nm but not exceeding 1,050 nm; or  b. 15 mA/W or less at the peak response in the wavelength range exceeding 1,050 nm but not exceeding 1,800 nm.",
6A002.a.3.a         ,US_ECCN_6A002A3A,EN,1/1/1980,10/9/2016,US_ECCN_6A002,1/1/2050,"a.3. Non-""space-qualified"" ""focal plane arrays"" as follows: ",US,n/a,"Technical Note: Linear or two-dimensional multi-element detector arrays are referred to as ""focal plane arrays"";  Note 1: 6A002.a.3 includes photoconductive arrays and photovoltaic arrays.  Note 2: 6A002.a.3 does not control:  a. Multi-element (not to exceed 16 elements) encapsulated photoconductive cells using either lead sulphide or lead selenide;  b. Pyroelectric detectors using any of the following:  b.1. Triglycine sulphate and variants;  b.2. Lead-lanthanum-zirconium titanate and variants;  b.3. Lithium tantalate;  b.4. Polyvinylidene fluoride and variants; or  b.5. Strontium barium niobate and variants.  c. ""Focal plane arrays"" ""specially designed"" or modified to achieve 'charge multiplication' and limited by design to have a maximum ""radiant sensitivity"" of 10 mA/W or less for wavelengths exceeding 760 nm, having all of the following:  c.1. Incorporating a response limiting mechanism designed not to be removed or modified; and  c.2. Any of the following:  c.2.a. The response limiting mechanism is integral to or combined with the detector element; or  c.2.b. The ""focal plane array"" is only operable with the response limiting mechanism in place.  d. Thermopile arrays having less than 5,130 elements;  Technical Note: A response limiting mechanism integral to the detector element is designed not to be removed or modified without rendering the detector inoperable.",
6A002.a.3.b         ,US_ECCN_6A002A3B,EN,1/1/1980,10/9/2016,US_ECCN_6A002,1/1/2050,"a.3.b. Non-""space-qualified"" ""focal plane arrays"" having all of the following: a.3.b.1. Individual elements with a peak response in the wavelength range exceeding 1,050 nm but not exceeding 1,200 nm; and a.3.b.2. Any of the following: a.3.b.2.a. A response ""time constant"" of 95 ns or less; or a.3.b.2.b. ""specially designed"" or modified to achieve ""charge multiplication"" and having a maximum ""radiant sensitivity"" exceeding 10 mA/W;",US,n/a,"Technical Note: Linear or two-dimensional multi-element detector arrays are referred to as ""focal plane arrays"";  Note 1: 6A002.a.3 includes photoconductive arrays and photovoltaic arrays.  Note 2: 6A002.a.3 does not control:  a. Multi-element (not to exceed 16 elements) encapsulated photoconductive cells using either lead sulphide or lead selenide;  b. Pyroelectric detectors using any of the following:  b.1. Triglycine sulphate and variants;  b.2. Lead-lanthanum-zirconium titanate and variants;  b.3. Lithium tantalate;  b.4. Polyvinylidene fluoride and variants; or  b.5. Strontium barium niobate and variants.  c. ""Focal plane arrays"" ""specially designed"" or modified to achieve 'charge multiplication' and limited by design to have a maximum ""radiant sensitivity"" of 10 mA/W or less for wavelengths exceeding 760 nm, having all of the following:  c.1. Incorporating a response limiting mechanism designed not to be removed or modified; and  c.2. Any of the following:  c.2.a. The response limiting mechanism is integral to or combined with the detector element; or  c.2.b. The ""focal plane array"" is only operable with the response limiting mechanism in place.  d. Thermopile arrays having less than 5,130 elements;  Technical Note: A response limiting mechanism integral to the detector element is designed not to be removed or modified without rendering the detector inoperable.",
