eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT,AT1,AT2,CB,CB1,CB2,CB3,CC,CC1,CC2,CC3,CW,EI,FC1,MT1,MT2,NP,NP1,NP2,NS1,NS2,RS,RS1,RS2,SI,SL,SS,UN,Z,AGR,APP,APR,AVS,BAG,CIV,ENC,GBS,GFT,GOV,KMI,LVS,RPL,STA,TMP,TSR,TSU
6A203.b.4           ,EU_ECCN_6A203B4,EN,1/1/1980,11/24/2020,EU_ECCN_6A203B,1/1/2050,4. Plug-ins specially designed for use with framing cameras which have modular structures and that enable the performance specifications in 6A203.b.1 or 6A203.b.2.;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A203.b.5           ,EU_ECCN_6A203B5,EN,1/1/1980,11/24/2020,EU_ECCN_6A203B,1/1/2050,"5. Synchronizing electronics units, rotor assemblies consisting of turbines, mirrors and bearings specially designed for cameras specified in 6A203.b.1 or 6A203.b.2.;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A203.c             ,EU_ECCN_6A203C,EN,1/1/1980,11/24/2020,EU_ECCN_6A203,1/1/2050,"c. Solid state or electron tube cameras, and specially designed components therefor, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A203.c.1           ,EU_ECCN_6A203C1,EN,1/1/1980,11/24/2020,EU_ECCN_6A203C,1/1/2050,1. Solid-state cameras or electron tube cameras with a fast image gating (shutter) time of 50 ns or less;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A203.c.2           ,EU_ECCN_6A203C2,EN,1/1/1980,11/24/2020,EU_ECCN_6A203C,1/1/2050,2. Solid-state imaging devices and image intensifiers tubes having a fast image gating (shutter) time of 50 ns or less specially designed for cameras specified in 6A203.c.1.;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A203.c.3           ,EU_ECCN_6A203C3,EN,1/1/1980,11/24/2020,EU_ECCN_6A203C,1/1/2050,3. Electro-optical shuttering devices (Kerr or Pockels cells) with a fast image gating (shutter) time of 50 ns or less;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A203.c.4           ,EU_ECCN_6A203C4,EN,1/1/1980,11/24/2020,EU_ECCN_6A203C,1/1/2050,4. Plug-ins specially designed for use with cameras which have modular structures and that enable the performance specifications in 6A203.c.1.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A203.d             ,EU_ECCN_6A203D,EN,1/1/1980,11/24/2020,EU_ECCN_6A203,1/1/2050,"d. Radiation-hardened TV cameras, or lenses therefor, specially designed or rated as radiation hardened to withstand a total radiation dose greater than 50 x 10^3 Gy(silicon) (5 x 10^6 rad (silicon)) without operational degradation.",EU,,Technical Note: The term Gy(silicon) refers to the energy in Joules per kilogram absorbed by an unshielded silicon sample when exposed to ionising radiation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205               ,EU_ECCN_6A205,EN,1/1/1980,11/24/2020,EU_ECCN_6A,1/1/2050,"″Lasers″, ″laser″ amplifiers and oscillators, other than those specified in 0B001.g.5., 0B001.h.6. and 6A005; as follows - ",EU,,"N.B. - For copper vapour lasers, see 6A005.b.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.a             ,EU_ECCN_6A205A,EN,1/1/1980,11/24/2020,EU_ECCN_6A205,1/1/2050,a. Argon ion ″lasers″ having both of the following characteristics - 1. Operating at wavelengths between 400 nm and 515 nm; and 2. An average output power greater than 40 W;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.b             ,EU_ECCN_6A205B,EN,1/1/1980,11/24/2020,EU_ECCN_6A205,1/1/2050,b. Tunable pulsed single-mode dye laser oscillators having all of the following characteristics - 1. Operating at wavelengths between 300 nm and 800 nm; 2. An average output power greater than 1 W; 3. A repetition rate greater than 1 kHz; and 4. Pulse width less than 100 ns;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.c             ,EU_ECCN_6A205C,EN,1/1/1980,11/24/2020,EU_ECCN_6A205,1/1/2050,"c. Tunable pulsed dye laser amplifiers and oscillators, having all of the following characteristics - 1. Operating at wavelengths between 300nm and800nm; 2. An average output power greater than 30W; 3. A repetition rate greater than 1kHz; and 4. Pulse width less than 100 ns; ",EU,,Note - 6A205.c. does not control single mode oscillators;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.d             ,EU_ECCN_6A205D,EN,1/1/1980,11/24/2020,EU_ECCN_6A205,1/1/2050,d. Pulsed carbon dioxide ″lasers″ having all of the following characteristics - 1. Operating at wavelengths between 9 000 nm and 11 000 nm; 2. A repetition rate greater than 250 Hz; 3. An average output power greater than 500 W; and 4. Pulse width of less than 200 ns;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.e             ,EU_ECCN_6A205E,EN,1/1/1980,11/24/2020,EU_ECCN_6A205,1/1/2050,e. Para-hydrogen Raman shifters designed to operate at 16 micrometre output wavelength and at a repetition rate greater than 250 Hz;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.f             ,EU_ECCN_6A205F,EN,1/1/1980,11/24/2020,EU_ECCN_6A205,1/1/2050,f. Neodymium-doped (other than glass) ″lasers″ with an output wavelength between 1 000 and 1 100 nm having either of the following -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.f.1           ,EU_ECCN_6A205F1,EN,1/1/1980,11/24/2020,EU_ECCN_6A205F,1/1/2050,"1. Pulse-excited and Q-switched with a pulse duration equal to or more than 1 ns, and having either of the following -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.f.1.a         ,EU_ECCN_6A205F1A,EN,1/1/1980,11/24/2020,EU_ECCN_6A205F1,1/1/2050,a. A single–transverse mode output with an average output power greater than 40W; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.f.1.b         ,EU_ECCN_6A205F1B,EN,1/1/1980,11/24/2020,EU_ECCN_6A205F1,1/1/2050,b. A multiple-transverse mode output having an average power greater than 50 W; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.f.2           ,EU_ECCN_6A205F2,EN,1/1/1980,11/24/2020,EU_ECCN_6A205F,1/1/2050,2. Incorporating frequency doubling to give an output wavelength between 500 and 550 nm with anaverage output power of more than 40 W.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A205.g             ,EU_ECCN_6A205G,EN,1/1/1980,11/24/2020,EU_ECCN_6A205,1/1/2050,"g. Pulsed carbon monoxide lasers, other than those specified in 6A005.d.2., having all of the following: 1. Operating at wavelengths between 5 000 and 6 000 nm; 2. A repetition rate greater than 250 Hz; 3. An average output power greater than 200 W; and 4. Pulse width of less than 200 ns.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A225               ,EU_ECCN_6A225,EN,1/1/1980,11/24/2020,EU_ECCN_6A,1/1/2050,Velocity interferometers for measuring velocities exceeding 1km/s during time intervals of less than 10 microseconds.,EU,,"Note: 6A225 includes velocity interferometers such as VISARs (Velocity Interferometer Systems for Any Reflector), DLIs (Doppler Laser Interferometers) and PDV (Photonic Doppler Velocimeters) also known as Het-V (Heterodyne Velocimeters).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A226               ,EU_ECCN_6A226,EN,1/1/1980,11/24/2020,EU_ECCN_6A,1/1/2050,"Pressure sensors, as follows -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A226.a             ,EU_ECCN_6A226A,EN,1/1/1980,11/24/2020,EU_ECCN_6A226,1/1/2050,"a. Shock pressure gauges capable of measuring pressures greater than 10 GPa, including gauges made with manganin, ytterbium, and polyvinylidene fluoride (PVDF) / polyvinyl difluoride (PVF2 );",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A226.b             ,EU_ECCN_6A226B,EN,1/1/1980,11/24/2020,EU_ECCN_6A226,1/1/2050,b. Quartz pressure transducers for pressures greater than 10 GPa.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B                  ,EU_ECCN_6B,EN,1/1/1980,11/24/2020,EU_ECCN_6,1/1/2050,"Test, Inspection and Production Equipment",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B002               ,EU_ECCN_6B002,EN,1/1/1980,11/24/2020,EU_ECCN_6B,1/1/2050,"Masks and reticles, specially designed for optical sensors specified in 6A002.a.1.b. or 6A002.a.1.d.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B004               ,EU_ECCN_6B004,EN,1/1/1980,11/24/2020,EU_ECCN_6B,1/1/2050,Optical equipment as follows -,EU,,Note - 6B004 does not control microscopes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B004.a             ,EU_ECCN_6B004A,EN,1/1/1980,11/24/2020,EU_ECCN_6B004,1/1/2050,a. Equipment for measuring absolute reflectance to an &quot;accuracy&quot; of equal to or better than 0.1% of the reflectance value;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B004.b             ,EU_ECCN_6B004B,EN,1/1/1980,11/24/2020,EU_ECCN_6B004,1/1/2050,"b. Equipment other than optical surface scattering measurement equipment, having an unobscured aperture of more than 10 cm, specially designed for the non-contact optical measurement of a non-planar optical surface figure (profile) to an ″accuracy″ of 2 nm or less (better) against the required profile.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B007               ,EU_ECCN_6B007,EN,1/1/1980,11/24/2020,EU_ECCN_6B,1/1/2050,"Equipment to produce, align and calibrate land-based gravity meters with a static accuracy of better than 0,1 mgal.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B008               ,EU_ECCN_6B008,EN,1/1/1980,11/24/2020,EU_ECCN_6B,1/1/2050,"Pulse radar cross-section measurement systems having transmit pulse widths of 100 ns or less, and speciallydesigned components therefor. ",EU,,N.B. - SEE ALSO 6B108.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B108               ,EU_ECCN_6B108,EN,1/1/1980,11/24/2020,EU_ECCN_6B,1/1/2050,"Systems, other than those specified in 6B008, specially designed for radar cross section measurement usable for &quot;missiles&quot; and their subsystems. ",EU,,Technical Note - In 6B108 'missile' means complete rocket systems and unmanned aerial vehicle systems capable of a range exceeding 300 km.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C                  ,EU_ECCN_6C,EN,1/1/1980,11/24/2020,EU_ECCN_6,1/1/2050,Materials,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C002               ,EU_ECCN_6C002,EN,1/1/1980,11/24/2020,EU_ECCN_6C,1/1/2050,Optical sensor materials as follows -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C002.a             ,EU_ECCN_6C002A,EN,1/1/1980,11/24/2020,EU_ECCN_6C002,1/1/2050,"a. Elemental tellurium (Te) of purity levels of 99,9995 % or more;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C002.b             ,EU_ECCN_6C002B,EN,1/1/1980,11/24/2020,EU_ECCN_6C002,1/1/2050,b. Single crystals (including epitaxial wafers) of any of the following - ,EU,,Technical Note - 'Mole fraction' is defined as the ratio of moles of ZnTe to the sum of moles of CdTe and ZnTe present in the crystal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C002.b.1           ,EU_ECCN_6C002B1,EN,1/1/1980,11/24/2020,EU_ECCN_6C002B,1/1/2050,"1. Cadmium zinc telluride (CdZnTe), with zinc content of less than 6 % by 'mole fraction';",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C002.b.2           ,EU_ECCN_6C002B2,EN,1/1/1980,11/24/2020,EU_ECCN_6C002B,1/1/2050,2. Cadmium telluride (CdTe) of any purity level; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C002.b.3           ,EU_ECCN_6C002B3,EN,1/1/1980,11/24/2020,EU_ECCN_6C002B,1/1/2050,3. Mercury cadmium telluride (HgCdTe) of any purity level.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004               ,EU_ECCN_6C004,EN,1/1/1980,11/24/2020,EU_ECCN_6C,1/1/2050,Optical materials as follows -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.a             ,EU_ECCN_6C004A,EN,1/1/1980,11/24/2020,EU_ECCN_6C004,1/1/2050,"a. Zinc selenide (ZnSe) and zinc sulphide (ZnS) ″substrate blanks″, produced by the chemical vapour deposition process and having any of the following -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.a.1           ,EU_ECCN_6C004A1,EN,1/1/1980,11/24/2020,EU_ECCN_6C004A,1/1/2050,1. A volume greater than 100 cm^3; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.a.2           ,EU_ECCN_6C004A2,EN,1/1/1980,11/24/2020,EU_ECCN_6C004A,1/1/2050,2. A diameter greater than 80 mm and a thickness of 20 mm or more;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.b             ,EU_ECCN_6C004B,EN,1/1/1980,11/24/2020,EU_ECCN_6C004,1/1/2050,"b. Electro-optic materials and non-linear optical materials, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.b.1           ,EU_ECCN_6C004B1,EN,1/1/1980,11/24/2020,EU_ECCN_6C004B,1/1/2050,1. Potassium titanyl arsenate (KTA) (CAS 59400-80-5);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.b.2           ,EU_ECCN_6C004B2,EN,1/1/1980,11/24/2020,EU_ECCN_6C004B,1/1/2050,"2. Silver gallium selenide (AgGaSe2 , also known as AGSE) (CAS 12002-67-4);",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.b.3           ,EU_ECCN_6C004B3,EN,1/1/1980,11/24/2020,EU_ECCN_6C004B,1/1/2050,"3. Thallium arsenic selenide (Tl 3 AsSe 3 , also known as TAS) (CAS 16142-89-5);",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.b.4           ,EU_ECCN_6C004B4,EN,1/1/1980,11/24/2020,EU_ECCN_6C004B,1/1/2050,"4. Zinc germanium phosphide (ZnGeP2, also known as ZGP, zinc germanium biphosphide or zinc germanium diphosphide); or",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.b.5           ,EU_ECCN_6C004B5,EN,1/1/1980,11/24/2020,EU_ECCN_6C004B,1/1/2050,5. Gallium selenide (GaSe) (CAS 12024-11-2);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.c             ,EU_ECCN_6C004C,EN,1/1/1980,11/24/2020,EU_ECCN_6C004,1/1/2050,"c. Non-linear optical materials, other than those specified in 6C004.b., having any of the following:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.c.1           ,EU_ECCN_6C004C1,EN,1/1/1980,11/24/2020,EU_ECCN_6C004C,1/1/2050,"1. Having all of the following: a. Dynamic (also known as non-stationary) third order non-linear susceptibility (X^(3), chi 3) of 10^-6 m^2/V^2 or more; and b. Response time of less than 1 ms; or",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.c.2           ,EU_ECCN_6C004C2,EN,1/1/1980,11/24/2020,EU_ECCN_6C004C,1/1/2050,"2. Second order non-linear susceptibility (X^(2), chi 2) of 3,3 x 10^-11 m/V or more;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.d             ,EU_ECCN_6C004D,EN,1/1/1980,11/24/2020,EU_ECCN_6C004,1/1/2050,"d. ″Substrate blanks″ of silicon carbide or beryllium beryllium (Be/Be) deposited materials, exceeding 300 mm in diameter or major axis length;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.e             ,EU_ECCN_6C004E,EN,1/1/1980,11/24/2020,EU_ECCN_6C004,1/1/2050,"e. Glass, including fused silica, phosphate glass, fluorophosphate glass, zirconium fluoride (ZrF 4 ) (CAS 7783-64-4) and hafnium fluoride (HfF 4 ) (CAS 13709-52-9) and having all of the following: 1. A hydroxyl ion (OH-) concentration of less than 5 ppm; 2. Integrated metallic purity levels of less than 1 ppm; and 3. High homogeneity (index of refraction variance) less than 5 × 10-6;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C004.f             ,EU_ECCN_6C004F,EN,1/1/1980,11/24/2020,EU_ECCN_6C004,1/1/2050,f. Synthetically produced diamond material with an absorption of less than 10^-5 cm^-1 for wavelengths exceeding 200 nm but not exceeding 14 000 nm.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C005               ,EU_ECCN_6C005,EN,1/1/1980,11/24/2020,EU_ECCN_6C,1/1/2050,&quot;Laser&quot; materials as follows:,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C005.a             ,EU_ECCN_6C005A,EN,1/1/1980,11/24/2020,EU_ECCN_6C005,1/1/2050,a. Synthetic crystalline &quot;laser&quot; host material in unfinished form as follows:,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C005.a.1           ,EU_ECCN_6C005A1,EN,1/1/1980,11/24/2020,EU_ECCN_6C005A,1/1/2050,1. Titanium doped sapphire;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C005.b             ,EU_ECCN_6C005B,EN,1/1/1980,11/24/2020,EU_ECCN_6C005,1/1/2050,b. Rare-earth-metal doped double-clad fibres having any of the following:,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C005.b.1           ,EU_ECCN_6C005B1,EN,1/1/1980,11/24/2020,EU_ECCN_6C005B,1/1/2050,"1. Nominal laser wavelength of 975 nm to 1 150 nm and having all of the following: a. Average core diameter equal to or greater than 25 µm; and b. Core 'Numerical Aperture' ('NA') less than 0,065; or",EU,,Note: 6C005.b.1. does not control double-clad fibres having an inner glass cladding diameter exceeding 150 µm and not exceeding 300 µm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C005.b.2           ,EU_ECCN_6C005B2,EN,1/1/1980,11/24/2020,EU_ECCN_6C005B,1/1/2050,2. Nominal laser wavelength exceeding 1 530 nm and having all of the following: a. Average core diameter equal to or greater than 20 µm; and b. Core 'NA' less than 0.1.,EU,,"Technical Notes 1. For the purposes of 6C005, the core 'Numerical Aperture' ('NA') is measured at the emission wavelengths of the fibre. 2. 6C005.b. includes fibres assembled with end caps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D                  ,EU_ECCN_6D,EN,1/1/1980,11/24/2020,EU_ECCN_6,1/1/2050,Software,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D001               ,EU_ECCN_6D001,EN,1/1/1980,11/24/2020,EU_ECCN_6D,1/1/2050,"″Software″ specially designed for the ″development″ or ″production″ of equipment specified in 6A004, 6A005, 6A008 or 6B008.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D002               ,EU_ECCN_6D002,EN,1/1/1980,11/24/2020,EU_ECCN_6D,1/1/2050,"″Software″ specially designed for the ″use″ of equipment specified in 6A002.b., 6A008 or 6B008.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003               ,EU_ECCN_6D003,EN,1/1/1980,11/24/2020,EU_ECCN_6D,1/1/2050,Other ″software″ as follows -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.a             ,EU_ECCN_6D003A,EN,1/1/1980,11/24/2020,EU_ECCN_6D003,1/1/2050,a. ″Software″ as follows -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.a.1           ,EU_ECCN_6D003A1,EN,1/1/1980,11/24/2020,EU_ECCN_6D003A,1/1/2050,1. ?Software? specially designed for acoustic beam forming for the ?real-time processing? of acoustic data for passive reception using towed hydrophone arrays;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.a.2           ,EU_ECCN_6D003A2,EN,1/1/1980,11/24/2020,EU_ECCN_6D003A,1/1/2050,2. ?Source code? for the ?real-time processing? of acoustic data for passive reception using towed hydrophone arrays;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.a.3           ,EU_ECCN_6D003A3,EN,1/1/1980,11/24/2020,EU_ECCN_6D003A,1/1/2050,3. ?Software? specially designed for acoustic beam forming for ?real-time processing? of acoustic data for passive reception using bottom or bay cable systems;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.a.4           ,EU_ECCN_6D003A4,EN,1/1/1980,11/24/2020,EU_ECCN_6D003A,1/1/2050,4. ?Source code? for ?real-time processing? of acoustic data for passive reception using bottom or bay cable systems;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.a.5           ,EU_ECCN_6D003A5,EN,1/1/1980,11/24/2020,EU_ECCN_6D003A,1/1/2050,"5. &quot;Software&quot; or &quot;source code&quot;, specially designed for all of the following: a. &quot;Real-time processing&quot; of acoustic data from sonar systems specified by 6A001.a.1.e.; and b. Automatically detecting, classifying and determining the location of divers or swimmers; ",EU,,"NB: For diver detection &quot;software&quot; or &quot;source code&quot;, specially designed or modified for military use, see the Military Goods Controls.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.c             ,EU_ECCN_6D003C,EN,1/1/1980,11/24/2020,EU_ECCN_6D003,1/1/2050,c. ″Software″ designed or modified for cameras incorporating ″focal plane arrays″ specified in 6A002.a.3.f. and designed or modified to remove a frame rate restriction and allow the camera to exceed the frame rate specified in 6A003.b.4. Note 3.a.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.d             ,EU_ECCN_6D003D,EN,1/1/1980,11/24/2020,EU_ECCN_6D003,1/1/2050,d. Software&quot; specially designed to maintain the alignment and phasing of segmented mirror systems consisting of mirror segments having a diameter or major axis length equal to or larger than 1 m;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.f             ,EU_ECCN_6D003F,EN,1/1/1980,11/24/2020,EU_ECCN_6D003,1/1/2050,f. ″Software″ as follows -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.f.1           ,EU_ECCN_6D003F1,EN,1/1/1980,11/24/2020,EU_ECCN_6D003F,1/1/2050,1. ″Software″ specially designed for magnetic and electric field ″compensation systems″ for magnetic sensors designed to operate on mobile platforms;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.f.2           ,EU_ECCN_6D003F2,EN,1/1/1980,11/24/2020,EU_ECCN_6D003F,1/1/2050,2. ″Software″ specially designed for magnetic and electric field anomaly detection on mobile platforms;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.f.3           ,EU_ECCN_6D003F3,EN,1/1/1980,11/24/2020,EU_ECCN_6D003F,1/1/2050,3. &quot;Software&quot; specially designed for &quot;real-time processing&quot; of electromagnetic data using underwater electromagnetic receivers specified by 6A006.e.;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.f.4           ,EU_ECCN_6D003F4,EN,1/1/1980,11/24/2020,EU_ECCN_6D003F,1/1/2050,4. &quot;Source code&quot; for &quot;real-time processing&quot; of electromagnetic data using underwater electromagnetic receivers specified by 6A006.e;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.g             ,EU_ECCN_6D003G,EN,1/1/1980,11/24/2020,EU_ECCN_6D003,1/1/2050,g. ″Software″ specially designed to correct motional influences of gravity meters or gravity gradiometers;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.h             ,EU_ECCN_6D003H,EN,1/1/1980,11/24/2020,EU_ECCN_6D003,1/1/2050,h. ″Software″ as follows -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.h.1           ,EU_ECCN_6D003H1,EN,1/1/1980,11/24/2020,EU_ECCN_6D003H,1/1/2050,1. Air Traffic Control (ATC) &quot;software&quot; application &quot;program&quot; designed to be hosted on general purpose computers located at Air Traffic Control centres and capable of accepting radar target data from more than four primary radars;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D003.h.2           ,EU_ECCN_6D003H2,EN,1/1/1980,11/24/2020,EU_ECCN_6D003H,1/1/2050,2. ″Software″ for the design or ″production″ of radomes and having all of the following - a. Specially designed to protect the ″electronically steerable phased array antennae″ specified in 6A008.e.; and b. Resulting in an antenna pattern having an 'average side lobe level' more than 40 dB below the peak of the main beam level. ,EU,,Technical Note - ?Average side lobe level' in 6D003.h.2.b. is measured over the entire array excluding the angular extentof the main beam and the first two side lobes on either side of the main beam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
